dept_time,Total_Fare,Airways,Available,Duration,days_till_flight,dep_day_of_week,futuredays,prediction_day_of_week,current_day_of_week,price
1,3900,1,19,95,41,3,11,1,4,3900
1,4502,1,14,95,40,3,10,1,5,3900
1,3900,1,2,95,38,3,8,1,7,3900
1,3900,1,21,95,37,3,7,1,1,3900
1,3900,1,21,95,33,3,3,1,5,3900
1,3492,1,7,95,46,3,16,1,6,3900
1,3900,1,42,95,42,4,1,5,4,3900
1,3900,1,42,95,42,4,3,7,4,4502
1,3900,1,22,95,41,4,2,7,5,4502
1,3900,1,42,95,42,4,4,1,4,4502
1,3900,1,22,95,41,4,3,1,5,4502
1,4502,1,4,95,39,4,1,1,7,4502
1,3900,1,42,95,42,4,8,5,4,3900
1,3900,1,22,95,41,4,7,5,5,3900
1,4502,1,4,95,39,4,5,5,7,3900
1,4502,1,3,95,38,4,4,5,1,3900
1,3900,1,42,95,42,4,11,1,4,3900
1,3900,1,22,95,41,4,10,1,5,3900
1,4502,1,4,95,39,4,8,1,7,3900
1,4502,1,3,95,38,4,7,1,1,3900
1,3900,1,24,95,34,4,3,1,5,3900
1,3492,1,2,95,43,5,1,5,4,3492
1,3492,1,2,95,43,5,3,7,4,4502
1,3492,1,2,95,42,5,2,7,5,4502
1,3492,1,2,95,43,5,4,1,4,4502
1,3492,1,2,95,42,5,3,1,5,4502
1,4502,1,8,95,40,5,1,1,7,4502
1,3492,1,2,95,43,5,8,5,4,3900
1,3492,1,2,95,42,5,7,5,5,3900
1,4502,1,8,95,40,5,5,5,7,3900
1,4502,1,9,95,39,5,4,5,1,3900
1,3492,1,2,95,43,5,11,1,4,3900
1,3492,1,2,95,42,5,10,1,5,3900
1,4502,1,8,95,40,5,8,1,7,3900
1,4502,1,9,95,39,5,7,1,1,3900
1,3900,1,18,95,35,5,3,1,5,3900
1,3900,1,48,95,44,6,1,5,4,3900
1,3900,1,48,95,44,6,3,7,4,3900
1,3900,1,31,95,43,6,2,7,5,3900
1,3900,1,48,95,44,6,4,1,4,3900
1,3900,1,31,95,43,6,3,1,5,3900
1,3900,1,18,95,41,6,1,1,7,3900
1,3900,1,48,95,44,6,8,5,4,3900
1,3900,1,31,95,43,6,7,5,5,3900
1,3900,1,18,95,41,6,5,5,7,3900
1,3900,1,18,95,40,6,4,5,1,3900
1,3900,1,48,95,44,6,11,1,4,3900
1,3900,1,31,95,43,6,10,1,5,3900
1,3900,1,18,95,41,6,8,1,7,3900
1,3900,1,18,95,40,6,7,1,1,3900
1,3900,1,31,95,36,6,3,1,5,3900
1,3900,1,15,95,44,7,2,7,5,3900
1,3900,1,15,95,44,7,3,1,5,3900
1,3900,1,15,95,42,7,1,1,7,3900
1,3900,1,15,95,44,7,7,5,5,3900
1,3900,1,15,95,42,7,5,5,7,3900
1,3900,1,14,95,41,7,4,5,1,3900
1,3900,1,15,95,44,7,10,1,5,4502
1,3900,1,15,95,42,7,8,1,7,4502
1,3900,1,14,95,41,7,7,1,1,4502
1,3900,1,3,95,37,7,3,1,5,4502
1,3117,1,1,95,45,1,2,7,5,3117
1,3117,1,1,95,45,1,3,1,5,4502
1,3117,1,1,95,43,1,1,1,7,4502
1,3117,1,1,95,45,1,7,5,5,3900
1,3117,1,1,95,43,1,5,5,7,3900
1,4502,1,6,95,42,1,4,5,1,3900
1,3117,1,1,95,45,1,10,1,5,3900
1,3117,1,1,95,43,1,8,1,7,3900
1,4502,1,6,95,42,1,7,1,1,3900
1,3900,1,31,95,38,1,3,1,5,3900
1,3117,1,22,95,39,2,3,1,5,3492
1,2864,1,16,95,40,3,3,1,5,3492
1,2864,1,40,95,41,4,3,1,5,2864
1,3117,1,32,95,42,5,3,1,5,3492
1,3117,1,59,95,43,6,3,1,5,2864
1,3117,1,27,95,44,7,3,1,5,3117
1,2864,1,22,95,45,1,3,1,5,2864
2,14298,1,1,85,3,2,1,7,6,14298
2,14298,1,1,85,3,2,2,1,6,14297
2,14298,1,1,85,2,2,1,1,7,14297
2,4906,1,1,85,4,3,1,7,6,5588
2,4906,1,1,85,4,3,2,1,6,8572
2,5588,1,1,85,3,3,1,1,7,8572
2,4906,1,3,85,5,4,1,7,6,5257
2,4906,1,3,85,5,4,2,1,6,7058
2,5257,1,3,85,4,4,1,1,7,7058
2,4906,1,3,85,5,4,4,3,6,13387
2,5257,1,3,85,4,4,3,3,7,13387
2,7058,1,1,85,3,4,2,3,1,13387
2,4594,1,1,85,6,5,1,7,6,7058
2,4594,1,1,85,6,5,2,1,6,7058
2,7058,1,1,85,5,5,1,1,7,7058
2,4594,1,1,85,6,5,4,3,6,8572
2,7058,1,1,85,5,5,3,3,7,8572
2,7058,1,1,85,4,5,2,3,1,8572
2,4594,1,1,85,6,5,5,4,6,14291
2,7058,1,1,85,5,5,4,4,7,14291
2,7058,1,1,85,4,5,3,4,1,14291
2,8572,1,1,85,2,5,1,4,3,14291
2,4379,1,2,85,7,6,1,7,6,4906
2,4379,1,2,85,7,6,2,1,6,7794
2,4906,1,1,85,6,6,1,1,7,7794
2,4379,1,2,85,7,6,4,3,6,14298
2,4906,1,1,85,6,6,3,3,7,14298
2,7794,1,1,85,5,6,2,3,1,14298
2,4379,1,2,85,7,6,5,4,6,8572
2,4906,1,1,85,6,6,4,4,7,8572
2,7794,1,1,85,5,6,3,4,1,8572
2,14298,1,2,85,3,6,1,4,3,8572
2,9529,1,1,85,8,7,1,7,6,13387
2,9529,1,1,85,8,7,2,1,6,14298
2,13387,1,3,85,7,7,1,1,7,14298
2,9529,1,1,85,8,7,4,3,6,14298
2,13387,1,3,85,7,7,3,3,7,14298
2,14298,1,1,85,6,7,2,3,1,14298
2,9529,1,1,85,8,7,5,4,6,14295
2,13387,1,3,85,7,7,4,4,7,14295
2,14298,1,1,85,6,7,3,4,1,14295
2,14298,1,1,85,4,7,1,4,3,14295
2,11414,1,2,85,9,1,1,7,6,10324
2,11414,1,2,85,9,1,2,1,6,14296
2,10324,1,1,85,8,1,1,1,7,14296
2,11414,1,2,85,9,1,4,3,6,14296
2,10324,1,1,85,8,1,3,3,7,14296
2,14296,1,2,85,7,1,2,3,1,14296
2,7058,1,2,85,10,2,1,7,6,7058
2,7058,1,2,85,10,2,2,1,6,7058
2,7058,1,2,85,9,2,1,1,7,7058
2,7058,1,2,85,10,2,4,3,6,8572
2,7058,1,2,85,9,2,3,3,7,8572
2,7058,1,3,85,8,2,2,3,1,8572
2,7058,1,2,85,10,2,5,4,6,9529
2,7058,1,2,85,9,2,4,4,7,9529
2,7058,1,3,85,8,2,3,4,1,9529
2,8572,1,2,85,6,2,1,4,3,9529
2,7058,1,2,85,10,2,9,1,6,15441
2,7058,1,2,85,9,2,8,1,7,15441
2,7058,1,3,85,8,2,7,1,1,15441
2,8572,1,2,85,6,2,5,1,3,15441
2,9529,1,3,85,5,2,4,1,4,15441
2,5257,1,4,85,11,3,1,7,6,9529
2,5257,1,4,85,11,3,2,1,6,7794
2,9529,1,1,85,10,3,1,1,7,7794
2,5257,1,4,85,11,3,4,3,6,8572
2,9529,1,1,85,10,3,3,3,7,8572
2,7794,1,1,85,9,3,2,3,1,8572
2,5257,1,4,85,11,3,5,4,6,14291
2,9529,1,1,85,10,3,4,4,7,14291
2,7794,1,1,85,9,3,3,4,1,14291
2,8572,1,1,85,7,3,1,4,3,14291
2,5257,1,4,85,11,3,11,3,6,18525
2,9529,1,1,85,10,3,10,3,7,18525
2,7794,1,1,85,9,3,9,3,1,18525
2,8572,1,1,85,7,3,7,3,3,18525
2,14291,1,1,85,6,3,6,3,4,18525
2,4906,1,1,85,12,4,1,7,6,5257
2,4906,1,1,85,12,4,2,1,6,7058
2,5257,1,2,85,11,4,1,1,7,7058
2,4906,1,1,85,12,4,4,3,6,7058
2,5257,1,2,85,11,4,3,3,7,7058
2,7058,1,2,85,10,4,2,3,1,7058
2,4906,1,1,85,12,4,5,4,6,7794
2,5257,1,2,85,11,4,4,4,7,7794
2,7058,1,2,85,10,4,3,4,1,7794
2,7058,1,2,85,8,4,1,4,3,7794
2,4906,1,1,85,12,4,9,1,6,18525
2,5257,1,2,85,11,4,8,1,7,18525
2,7058,1,2,85,10,4,7,1,1,18525
2,7058,1,2,85,8,4,5,1,3,18525
2,7794,1,2,85,7,4,4,1,4,18525
2,4906,1,1,85,12,4,11,3,6,18525
2,5257,1,2,85,11,4,10,3,7,18525
2,7058,1,2,85,10,4,9,3,1,18525
2,7058,1,2,85,8,4,7,3,3,18525
2,7794,1,2,85,7,4,6,3,4,18525
2,18525,1,3,85,3,4,2,3,1,18525
2,10324,1,2,85,13,5,1,7,6,10324
2,10324,1,2,85,13,5,2,1,6,10324
2,10324,1,2,85,12,5,1,1,7,10324
2,10324,1,2,85,13,5,5,4,6,13387
2,10324,1,2,85,12,5,4,4,7,13387
2,10324,1,2,85,11,5,3,4,1,13387
2,10324,1,2,85,13,5,9,1,6,10324
2,10324,1,2,85,12,5,8,1,7,10324
2,10324,1,2,85,11,5,7,1,1,10324
2,13387,1,2,85,8,5,4,1,4,10324
2,10324,1,2,85,13,5,11,3,6,13387
2,10324,1,2,85,12,5,10,3,7,13387
2,10324,1,2,85,11,5,9,3,1,13387
2,13387,1,2,85,8,5,6,3,4,13387
2,10324,1,1,85,4,5,2,3,1,13387
2,14296,1,3,85,14,6,1,7,6,14296
2,14296,1,3,85,14,6,2,1,6,14296
2,14296,1,5,85,13,6,1,1,7,14296
2,14296,1,3,85,14,6,4,3,6,14297
2,14296,1,5,85,13,6,3,3,7,14297
2,14296,1,5,85,12,6,2,3,1,14297
2,14296,1,3,85,14,6,5,4,6,14294
2,14296,1,5,85,13,6,4,4,7,14294
2,14296,1,5,85,12,6,3,4,1,14294
2,14297,1,3,85,10,6,1,4,3,14294
2,14296,1,3,85,14,6,9,1,6,18525
2,14296,1,5,85,13,6,8,1,7,18525
2,14296,1,5,85,12,6,7,1,1,18525
2,14297,1,3,85,10,6,5,1,3,18525
2,14294,1,3,85,9,6,4,1,4,18525
2,14296,1,3,85,14,6,11,3,6,18525
2,14296,1,5,85,13,6,10,3,7,18525
2,14296,1,5,85,12,6,9,3,1,18525
2,14297,1,3,85,10,6,7,3,3,18525
2,14294,1,3,85,9,6,6,3,4,18525
2,18525,1,2,85,5,6,2,3,1,18525
2,14296,1,3,85,14,6,13,5,6,18525
2,14296,1,5,85,13,6,12,5,7,18525
2,14296,1,5,85,12,6,11,5,1,18525
2,14297,1,3,85,10,6,9,5,3,18525
2,14294,1,3,85,9,6,8,5,4,18525
2,18525,1,2,85,5,6,4,5,1,18525
2,18525,1,1,85,3,6,2,5,3,18525
2,8020,1,2,85,15,7,1,7,6,8020
2,8020,1,2,85,15,7,2,1,6,8020
2,8020,1,2,85,14,7,1,1,7,8020
2,8020,1,2,85,15,7,4,3,6,11010
2,8020,1,2,85,14,7,3,3,7,11010
2,8020,1,2,85,13,7,2,3,1,11010
2,8020,1,2,85,15,7,5,4,6,11010
2,8020,1,2,85,14,7,4,4,7,11010
2,8020,1,2,85,13,7,3,4,1,11010
2,11010,1,1,85,11,7,1,4,3,11010
2,8020,1,2,85,15,7,9,1,6,13797
2,8020,1,2,85,14,7,8,1,7,13797
2,8020,1,2,85,13,7,7,1,1,13797
2,11010,1,1,85,11,7,5,1,3,13797
2,11010,1,2,85,10,7,4,1,4,13797
2,8020,1,2,85,15,7,11,3,6,13797
2,8020,1,2,85,14,7,10,3,7,13797
2,8020,1,2,85,13,7,9,3,1,13797
2,11010,1,1,85,11,7,7,3,3,13797
2,11010,1,2,85,10,7,6,3,4,13797
2,13797,1,1,85,6,7,2,3,1,13797
2,8020,1,2,85,15,7,13,5,6,18524
2,8020,1,2,85,14,7,12,5,7,18524
2,8020,1,2,85,13,7,11,5,1,18524
2,11010,1,1,85,11,7,9,5,3,18524
2,11010,1,2,85,10,7,8,5,4,18524
2,13797,1,1,85,6,7,4,5,1,18524
2,13797,1,1,85,4,7,2,5,3,18524
2,6540,1,3,85,17,2,1,7,6,6540
2,6540,1,3,85,17,2,2,1,6,8020
2,6540,1,2,85,16,2,1,1,7,8020
2,6540,1,3,85,17,2,4,3,6,8860
2,6540,1,2,85,16,2,3,3,7,8860
2,8020,1,3,85,15,2,2,3,1,8860
2,6540,1,3,85,17,2,5,4,6,14291
2,6540,1,2,85,16,2,4,4,7,14291
2,8020,1,3,85,15,2,3,4,1,14291
2,8860,1,1,85,13,2,1,4,3,14291
2,6540,1,3,85,17,2,9,1,6,20785
2,6540,1,2,85,16,2,8,1,7,20785
2,8020,1,3,85,15,2,7,1,1,20785
2,8860,1,1,85,13,2,5,1,3,20785
2,14291,1,1,85,12,2,4,1,4,20785
2,6540,1,3,85,17,2,11,3,6,18524
2,6540,1,2,85,16,2,10,3,7,18524
2,8020,1,3,85,15,2,9,3,1,18524
2,8860,1,1,85,13,2,7,3,3,18524
2,14291,1,1,85,12,2,6,3,4,18524
2,20785,1,2,85,8,2,2,3,1,18524
2,6540,1,3,85,17,2,13,5,6,18524
2,6540,1,2,85,16,2,12,5,7,18524
2,8020,1,3,85,15,2,11,5,1,18524
2,8860,1,1,85,13,2,9,5,3,18524
2,14291,1,1,85,12,2,8,5,4,18524
2,20785,1,2,85,8,2,4,5,1,18524
2,18524,1,1,85,6,2,2,5,3,18524
2,6540,1,3,85,17,2,14,6,6,18524
2,6540,1,2,85,16,2,13,6,7,18524
2,8020,1,3,85,15,2,12,6,1,18524
2,8860,1,1,85,13,2,10,6,3,18524
2,14291,1,1,85,12,2,9,6,4,18524
2,20785,1,2,85,8,2,5,6,1,18524
2,18524,1,1,85,6,2,3,6,3,18524
2,18524,1,1,85,4,2,1,6,5,18524
2,5617,1,6,85,18,3,1,7,6,5973
2,5617,1,6,85,18,3,2,1,6,6218
2,5973,1,4,85,17,3,1,1,7,6218
2,5617,1,6,85,18,3,4,3,6,6540
2,5973,1,4,85,17,3,3,3,7,6540
2,6218,1,3,85,16,3,2,3,1,6540
2,5617,1,6,85,18,3,5,4,6,14291
2,5973,1,4,85,17,3,4,4,7,14291
2,6218,1,3,85,16,3,3,4,1,14291
2,6540,1,1,85,14,3,1,4,3,14291
2,5617,1,6,85,18,3,9,1,6,20785
2,5973,1,4,85,17,3,8,1,7,20785
2,6218,1,3,85,16,3,7,1,1,20785
2,6540,1,1,85,14,3,5,1,3,20785
2,14291,1,1,85,13,3,4,1,4,20785
2,5617,1,6,85,18,3,11,3,6,18524
2,5973,1,4,85,17,3,10,3,7,18524
2,6218,1,3,85,16,3,9,3,1,18524
2,6540,1,1,85,14,3,7,3,3,18524
2,14291,1,1,85,13,3,6,3,4,18524
2,20785,1,1,85,9,3,2,3,1,18524
2,5617,1,6,85,18,3,13,5,6,18524
2,5973,1,4,85,17,3,12,5,7,18524
2,6218,1,3,85,16,3,11,5,1,18524
2,6540,1,1,85,14,3,9,5,3,18524
2,14291,1,1,85,13,3,8,5,4,18524
2,20785,1,1,85,9,3,4,5,1,18524
2,18524,1,1,85,7,3,2,5,3,18524
2,4906,1,2,85,19,4,1,7,6,5217
2,4906,1,2,85,19,4,2,1,6,5617
2,5217,1,1,85,18,4,1,1,7,5617
2,4906,1,2,85,19,4,4,3,6,5973
2,5217,1,1,85,18,4,3,3,7,5973
2,5617,1,2,85,17,4,2,3,1,5973
2,4906,1,2,85,19,4,5,4,6,6218
2,5217,1,1,85,18,4,4,4,7,6218
2,5617,1,2,85,17,4,3,4,1,6218
2,5973,1,1,85,15,4,1,4,3,6218
2,4906,1,2,85,19,4,9,1,6,12946
2,5217,1,1,85,18,4,8,1,7,12946
2,5617,1,2,85,17,4,7,1,1,12946
2,5973,1,1,85,15,4,5,1,3,12946
2,6218,1,2,85,14,4,4,1,4,12946
2,4906,1,2,85,19,4,11,3,6,12946
2,5217,1,1,85,18,4,10,3,7,12946
2,5617,1,2,85,17,4,9,3,1,12946
2,5973,1,1,85,15,4,7,3,3,12946
2,6218,1,2,85,14,4,6,3,4,12946
2,12946,1,2,85,10,4,2,3,1,12946
2,4906,1,2,85,19,4,13,5,6,12946
2,5217,1,1,85,18,4,12,5,7,12946
2,5617,1,2,85,17,4,11,5,1,12946
2,5973,1,1,85,15,4,9,5,3,12946
2,6218,1,2,85,14,4,8,5,4,12946
2,12946,1,2,85,10,4,4,5,1,12946
2,12946,1,2,85,8,4,2,5,3,12946
2,4906,1,2,85,19,4,14,6,6,8860
2,5217,1,1,85,18,4,13,6,7,8860
2,5617,1,2,85,17,4,12,6,1,8860
2,5973,1,1,85,15,4,10,6,3,8860
2,6218,1,2,85,14,4,9,6,4,8860
2,12946,1,2,85,10,4,5,6,1,8860
2,12946,1,2,85,8,4,3,6,3,8860
2,12946,1,4,85,6,4,1,6,5,8860
2,4906,1,2,85,19,4,15,7,6,11010
2,5217,1,1,85,18,4,14,7,7,11010
2,5617,1,2,85,17,4,13,7,1,11010
2,5973,1,1,85,15,4,11,7,3,11010
2,6218,1,2,85,14,4,10,7,4,11010
2,12946,1,2,85,10,4,6,7,1,11010
2,12946,1,2,85,8,4,4,7,3,11010
2,12946,1,4,85,6,4,2,7,5,11010
2,8860,1,3,85,5,4,1,7,6,11010
2,5217,1,7,85,20,5,1,7,6,5405
2,5217,1,7,85,20,5,2,1,6,5405
2,5405,1,1,85,19,5,1,1,7,5405
2,5217,1,7,85,20,5,4,3,6,5617
2,5405,1,1,85,19,5,3,3,7,5617
2,5405,1,6,85,18,5,2,3,1,5617
2,5217,1,7,85,20,5,5,4,6,6540
2,5405,1,1,85,19,5,4,4,7,6540
2,5405,1,6,85,18,5,3,4,1,6540
2,5617,1,5,85,16,5,1,4,3,6540
2,5217,1,7,85,20,5,9,1,6,11010
2,5405,1,1,85,19,5,8,1,7,11010
2,5405,1,6,85,18,5,7,1,1,11010
2,5617,1,5,85,16,5,5,1,3,11010
2,6540,1,1,85,15,5,4,1,4,11010
2,5217,1,7,85,20,5,11,3,6,11010
2,5405,1,1,85,19,5,10,3,7,11010
2,5405,1,6,85,18,5,9,3,1,11010
2,5617,1,5,85,16,5,7,3,3,11010
2,6540,1,1,85,15,5,6,3,4,11010
2,11010,1,2,85,11,5,2,3,1,11010
2,5217,1,7,85,20,5,13,5,6,10324
2,5405,1,1,85,19,5,12,5,7,10324
2,5405,1,6,85,18,5,11,5,1,10324
2,5617,1,5,85,16,5,9,5,3,10324
2,6540,1,1,85,15,5,8,5,4,10324
2,11010,1,2,85,11,5,4,5,1,10324
2,11010,1,4,85,9,5,2,5,3,10324
2,5217,1,7,85,20,5,14,6,6,8020
2,5405,1,1,85,19,5,13,6,7,8020
2,5405,1,6,85,18,5,12,6,1,8020
2,5617,1,5,85,16,5,10,6,3,8020
2,6540,1,1,85,15,5,9,6,4,8020
2,11010,1,2,85,11,5,5,6,1,8020
2,11010,1,4,85,9,5,3,6,3,8020
2,10324,1,4,85,7,5,1,6,5,8020
2,5217,1,7,85,20,5,15,7,6,11010
2,5405,1,1,85,19,5,14,7,7,11010
2,5405,1,6,85,18,5,13,7,1,11010
2,5617,1,5,85,16,5,11,7,3,11010
2,6540,1,1,85,15,5,10,7,4,11010
2,11010,1,2,85,11,5,6,7,1,11010
2,11010,1,4,85,9,5,4,7,3,11010
2,10324,1,4,85,7,5,2,7,5,11010
2,8020,1,2,85,6,5,1,7,6,11010
2,5217,1,9,85,21,6,19,4,6,16450
2,5217,1,6,85,20,6,18,4,7,16450
2,5217,1,1,85,19,6,17,4,1,16450
2,5617,1,1,85,17,6,15,4,3,16450
2,5617,1,1,85,16,6,14,4,4,16450
2,8860,1,3,85,12,6,10,4,1,16450
2,8860,1,2,85,10,6,8,4,3,16450
2,8860,1,1,85,8,6,6,4,5,16450
2,8020,1,2,85,7,6,5,4,6,16450
2,8860,1,1,85,6,6,4,4,7,16450
2,5217,1,9,85,21,6,1,7,6,5217
2,5217,1,9,85,21,6,2,1,6,5217
2,5217,1,6,85,20,6,1,1,7,5217
2,5217,1,9,85,21,6,4,3,6,5617
2,5217,1,6,85,20,6,3,3,7,5617
2,5217,1,1,85,19,6,2,3,1,5617
2,5217,1,9,85,21,6,5,4,6,5617
2,5217,1,6,85,20,6,4,4,7,5617
2,5217,1,1,85,19,6,3,4,1,5617
2,5617,1,1,85,17,6,1,4,3,5617
2,5217,1,9,85,21,6,9,1,6,8860
2,5217,1,6,85,20,6,8,1,7,8860
2,5217,1,1,85,19,6,7,1,1,8860
2,5617,1,1,85,17,6,5,1,3,8860
2,5617,1,1,85,16,6,4,1,4,8860
2,5217,1,9,85,21,6,11,3,6,8860
2,5217,1,6,85,20,6,10,3,7,8860
2,5217,1,1,85,19,6,9,3,1,8860
2,5617,1,1,85,17,6,7,3,3,8860
2,5617,1,1,85,16,6,6,3,4,8860
2,8860,1,3,85,12,6,2,3,1,8860
2,5217,1,9,85,21,6,13,5,6,8860
2,5217,1,6,85,20,6,12,5,7,8860
2,5217,1,1,85,19,6,11,5,1,8860
2,5617,1,1,85,17,6,9,5,3,8860
2,5617,1,1,85,16,6,8,5,4,8860
2,8860,1,3,85,12,6,4,5,1,8860
2,8860,1,2,85,10,6,2,5,3,8860
2,5217,1,9,85,21,6,14,6,6,8020
2,5217,1,6,85,20,6,13,6,7,8020
2,5217,1,1,85,19,6,12,6,1,8020
2,5617,1,1,85,17,6,10,6,3,8020
2,5617,1,1,85,16,6,9,6,4,8020
2,8860,1,3,85,12,6,5,6,1,8020
2,8860,1,2,85,10,6,3,6,3,8020
2,8860,1,1,85,8,6,1,6,5,8020
2,5217,1,9,85,21,6,15,7,6,8860
2,5217,1,6,85,20,6,14,7,7,8860
2,5217,1,1,85,19,6,13,7,1,8860
2,5617,1,1,85,17,6,11,7,3,8860
2,5617,1,1,85,16,6,10,7,4,8860
2,8860,1,3,85,12,6,6,7,1,8860
2,8860,1,2,85,10,6,4,7,3,8860
2,8860,1,1,85,8,6,2,7,5,8860
2,8020,1,2,85,7,6,1,7,6,8860
2,5217,1,2,85,22,7,19,4,6,13797
2,5973,1,1,85,21,7,18,4,7,13797
2,6218,1,2,85,20,7,17,4,1,13797
2,6218,1,1,85,18,7,15,4,3,13797
2,7058,1,2,85,17,7,14,4,4,13797
2,10324,1,1,85,13,7,10,4,1,13797
2,10324,1,2,85,11,7,8,4,3,13797
2,10324,1,2,85,9,7,6,4,5,13797
2,11010,1,1,85,8,7,5,4,6,13797
2,11010,1,1,85,7,7,4,4,7,13797
2,13797,1,1,85,3,7,1,5,4,18524
2,5217,1,2,85,22,7,20,5,6,18524
2,5973,1,1,85,21,7,19,5,7,18524
2,6218,1,2,85,20,7,18,5,1,18524
2,6218,1,1,85,18,7,16,5,3,18524
2,7058,1,2,85,17,7,15,5,4,18524
2,10324,1,1,85,13,7,11,5,1,18524
2,10324,1,2,85,11,7,9,5,3,18524
2,10324,1,2,85,9,7,7,5,5,18524
2,11010,1,1,85,8,7,6,5,6,18524
2,11010,1,1,85,7,7,5,5,7,18524
2,5217,1,2,85,22,7,1,7,6,5973
2,5217,1,2,85,22,7,2,1,6,6218
2,5973,1,1,85,21,7,1,1,7,6218
2,5217,1,2,85,22,7,4,3,6,6218
2,5973,1,1,85,21,7,3,3,7,6218
2,6218,1,2,85,20,7,2,3,1,6218
2,5217,1,2,85,22,7,5,4,6,7058
2,5973,1,1,85,21,7,4,4,7,7058
2,6218,1,2,85,20,7,3,4,1,7058
2,6218,1,1,85,18,7,1,4,3,7058
2,5217,1,2,85,22,7,9,1,6,10324
2,5973,1,1,85,21,7,8,1,7,10324
2,6218,1,2,85,20,7,7,1,1,10324
2,6218,1,1,85,18,7,5,1,3,10324
2,7058,1,2,85,17,7,4,1,4,10324
2,5217,1,2,85,22,7,11,3,6,10324
2,5973,1,1,85,21,7,10,3,7,10324
2,6218,1,2,85,20,7,9,3,1,10324
2,6218,1,1,85,18,7,7,3,3,10324
2,7058,1,2,85,17,7,6,3,4,10324
2,10324,1,1,85,13,7,2,3,1,10324
2,5217,1,2,85,22,7,13,5,6,10324
2,5973,1,1,85,21,7,12,5,7,10324
2,6218,1,2,85,20,7,11,5,1,10324
2,6218,1,1,85,18,7,9,5,3,10324
2,7058,1,2,85,17,7,8,5,4,10324
2,10324,1,1,85,13,7,4,5,1,10324
2,10324,1,2,85,11,7,2,5,3,10324
2,5217,1,2,85,22,7,14,6,6,11010
2,5973,1,1,85,21,7,13,6,7,11010
2,6218,1,2,85,20,7,12,6,1,11010
2,6218,1,1,85,18,7,10,6,3,11010
2,7058,1,2,85,17,7,9,6,4,11010
2,10324,1,1,85,13,7,5,6,1,11010
2,10324,1,2,85,11,7,3,6,3,11010
2,10324,1,2,85,9,7,1,6,5,11010
2,5217,1,2,85,22,7,15,7,6,11010
2,5973,1,1,85,21,7,14,7,7,11010
2,6218,1,2,85,20,7,13,7,1,11010
2,6218,1,1,85,18,7,11,7,3,11010
2,7058,1,2,85,17,7,10,7,4,11010
2,10324,1,1,85,13,7,6,7,1,11010
2,10324,1,2,85,11,7,4,7,3,11010
2,10324,1,2,85,9,7,2,7,5,11010
2,11010,1,1,85,8,7,1,7,6,11010
2,4906,1,3,85,23,1,1,7,6,5405
2,4906,1,3,85,23,1,2,1,6,5617
2,5405,1,5,85,22,1,1,1,7,5617
2,4906,1,3,85,23,1,4,3,6,6218
2,5405,1,5,85,22,1,3,3,7,6218
2,5617,1,5,85,21,1,2,3,1,6218
2,4906,1,3,85,23,1,5,4,6,6218
2,5405,1,5,85,22,1,4,4,7,6218
2,5617,1,5,85,21,1,3,4,1,6218
2,6218,1,3,85,19,1,1,4,3,6218
2,4906,1,3,85,23,1,9,1,6,10324
2,5405,1,5,85,22,1,8,1,7,10324
2,5617,1,5,85,21,1,7,1,1,10324
2,6218,1,3,85,19,1,5,1,3,10324
2,6218,1,2,85,18,1,4,1,4,10324
2,4906,1,3,85,23,1,11,3,6,10324
2,5405,1,5,85,22,1,10,3,7,10324
2,5617,1,5,85,21,1,9,3,1,10324
2,6218,1,3,85,19,1,7,3,3,10324
2,6218,1,2,85,18,1,6,3,4,10324
2,10324,1,4,85,14,1,2,3,1,10324
2,4906,1,3,85,23,1,14,6,6,8860
2,5405,1,5,85,22,1,13,6,7,8860
2,5617,1,5,85,21,1,12,6,1,8860
2,6218,1,3,85,19,1,10,6,3,8860
2,6218,1,2,85,18,1,9,6,4,8860
2,10324,1,4,85,14,1,5,6,1,8860
2,10324,1,5,85,12,1,3,6,3,8860
2,4906,1,3,85,23,1,15,7,6,10324
2,5405,1,5,85,22,1,14,7,7,10324
2,5617,1,5,85,21,1,13,7,1,10324
2,6218,1,3,85,19,1,11,7,3,10324
2,6218,1,2,85,18,1,10,7,4,10324
2,10324,1,4,85,14,1,6,7,1,10324
2,10324,1,5,85,12,1,4,7,3,10324
2,8860,1,1,85,9,1,1,7,6,10324
2,4636,1,2,85,24,2,19,4,6,13797
2,4906,1,8,85,23,2,18,4,7,13797
2,4906,1,2,85,22,2,17,4,1,13797
2,5217,1,9,85,20,2,15,4,3,13797
2,5217,1,3,85,19,2,14,4,4,13797
2,7058,1,1,85,15,2,10,4,1,13797
2,8020,1,2,85,13,2,8,4,3,13797
2,8860,1,3,85,11,2,6,4,5,13797
2,13797,1,4,85,10,2,5,4,6,13797
2,12946,1,1,85,9,2,4,4,7,13797
2,13797,1,4,85,5,2,1,5,4,16450
2,4636,1,2,85,24,2,20,5,6,16450
2,4906,1,8,85,23,2,19,5,7,16450
2,4906,1,2,85,22,2,18,5,1,16450
2,5217,1,9,85,20,2,16,5,3,16450
2,5217,1,3,85,19,2,15,5,4,16450
2,7058,1,1,85,15,2,11,5,1,16450
2,8020,1,2,85,13,2,9,5,3,16450
2,8860,1,3,85,11,2,7,5,5,16450
2,13797,1,4,85,10,2,6,5,6,16450
2,12946,1,1,85,9,2,5,5,7,16450
